5855,,,
1932,,,
1862,,,
1825,,,
1332,,,
1149,,,
1278,,,
1242,,,
1140,,,
1538,,,
990,,,
1465,,,
1115,,,
1354,,,
1135,,,
1174,,,
911,,,
1493,,,
1066,,,
1451,,,
1128,,,
1336,,,
1100,,,
1365,,,
1131,,,
1294,,,
1215,,,
1242,,,
1124,,,
1212,,,
1073,,,
1306,,,
1015,,,
941,,,
1011,,,
970,,,
1002,,,
872,,,
859,,,
857,,,
814,,,
868,,,
816,,,
917,,,
815,,,
962,,,
1243,,,
1184,,,
1239,,,
1148,,,
1054,,,
1248,,,
970,,,
950,,,
5857,,,
1937,,,
1858,,,
1829,,,
1304,,,
1229,,,
1210,,,
1247,,,
1124,,,
1530,,,
959,,,
1512,,,
1049,,,
1388,,,
1161,,,
1193,,,
993,,,
1453,,,
1005,,,
1462,,,
1117,,,
1356,,,
1128,,,
1326,,,
1019,,,
1405,,,
1217,,,
1256,,,
1108,,,
1191,,,
1074,,,
1329,,,
1036,,,
894,,,
963,,,
888,,,
1158,,,
848,,,
844,,,
868,,,
841,,,
882,,,
791,,,
949,,,
862,,,
885,,,
1239,,,
1198,,,
1229,,,
1131,,,
1059,,,
1281,,,
982,,,
905,,,
5911,,,
1904,,,
1852,,,
1342,,,
1331,,,
1642,,,
1246,,,
1244,,,
1126,,,
1523,,,
948,,,
1519,,,
1117,,,
1324,,,
991,,,
1349,,,
1011,,,
1460,,,
1053,,,
1410,,,
1119,,,
1343,,,
1099,,,
1365,,,
1134,,,
1293,,,
1212,,,
1248,,,
1119,,,
1191,,,
1083,,,
898,,,
918,,,
950,,,
1007,,,
955,,,
788,,,
823,,,
875,,,
906,,,
822,,,
807,,,
850,,,
905,,,
861,,,
809,,,
881,,,
1225,,,
1185,,,
1244,,,
1116,,,
1090,,,
1234,,,
1013,,,
887,,,
5889,,,
1920,,,
1846,,,
1292,,,
1329,,,
1207,,,
1090,,,
1082,,,
1016,,,
966,,,
1491,,,
967,,,
1504,,,
1008,,,
1424,,,
1062,,,
1290,,,
945,,,
1504,,,
1009,,,
1474,,,
1104,,,
1346,,,
1144,,,
1301,,,
1139,,,
1306,,,
1213,,,
1240,,,
1134,,,
1184,,,
1086,,,
1312,,,
1010,,,
891,,,
816,,,
851,,,
852,,,
804,,,
879,,,
842,,,
829,,,
946,,,
1244,,,
956,,,
777,,,
1024,,,
1213,,,
1215,,,
1228,,,
1158,,,
1055,,,
1261,,,
988,,,
886,,,
5852,,,
1946,,,
1850,,,
1328,,,
1325,,,
1652,,,
1257,,,
1264,,,
1130,,,
1521,,,
954,,,
1510,,,
1041,,,
1446,,,
1030,,,
1267,,,
915,,,
1505,,,
1095,,,
1432,,,
1104,,,
1346,,,
1100,,,
1380,,,
1122,,,
1287,,,
1213,,,
1249,,,
1118,,,
1190,,,
1090,,,
1313,,,
1050,,,
1409,,,
952,,,
836,,,
897,,,
888,,,
870,,,
766,,,
812,,,
825,,,
768,,,
926,,,
852,,,
869,,,
1213,,,
1213,,,
1227,,,
1170,,,
1054,,,
1259,,,
966,,,
899,,,
5890,,,
1916,,,
1858,,,
1818,,,
1418,,,
1217,,,
1177,,,
1189,,,
1108,,,
1534,,,
997,,,
1467,,,
1116,,,
1337,,,
985,,,
1340,,,
1011,,,
1454,,,
1007,,,
1449,,,
1145,,,
1336,,,
1099,,,
1365,,,
1087,,,
1349,,,
1203,,,
1248,,,
1120,,,
1188,,,
1084,,,
1329,,,
1008,,,
1434,,,
977,,,
877,,,
883,,,
876,,,
852,,,
783,,,
844,,,
801,,,
817,,,
884,,,
812,,,
880,,,
1193,,,
1216,,,
1229,,,
1124,,,
1086,,,
1245,,,
941,,90 percentile,1504
896,,Avg,1243.269939
,,Min,766
,,Max,5911